ID,Title,Description,URL,Format,Tags,Tone,Audience,Source,Language
307,IIUM Counselling Centre,International Islamic University Malaysia counselling center providing student mental health services.,https://www.iium.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,IIUM,English
308,Polyvagal Theory Explained,Understanding polyvagal theory and its application to anxiety trauma and nervous system regulation.,https://www.psychologytoday.com/us/blog/the-polyvagal-theory-in-therapy,Article,polyvagal|nervous-system|trauma|regulation,informative,all,Psychology Today,English
308,Polyvagal Theory Explained,Understanding polyvagal theory and its application to anxiety trauma and nervous system regulation.,https://www.psychologytoday.com/us/blog/the-polyvagal-theory-in-therapy,Article,polyvagal|nervous-system|trauma|regulation,informative,all,Psychology Today,English
309,Calm Guitar Music Study,Three-hour peaceful guitar music for focused studying and stress reduction.,https://www.youtube.com/watch?v=Z4aOMZ3rNv0,Audio,studying|focus|guitar|relaxation,calm,students,Soothing Relaxation,English
309,Calm Guitar Music Study,Three-hour peaceful guitar music for focused studying and stress reduction.,https://www.youtube.com/watch?v=Z4aOMZ3rNv0,Audio,studying|focus|guitar|relaxation,calm,students,Soothing Relaxation,English
310,Cyberjaya University Counselling,Cyberjaya University College counselling unit offering mental health support for students.,https://www.cyberxu.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,CUC Medical,English
310,Cyberjaya University Counselling,Cyberjaya University College counselling unit offering mental health support for students.,https://www.cyberxu.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,CUC Medical,English
311,Parts Work for Self-Understanding,Introduction to Internal Family Systems and working with different parts of self.,https://www.psychologytoday.com/us/therapy-types/internal-family-systems-therapy,Article,ifs|self|parts|therapy,informative,all,Psychology Today,English
311,Parts Work for Self-Understanding,Introduction to Internal Family Systems and working with different parts of self.,https://www.psychologytoday.com/us/therapy-types/internal-family-systems-therapy,Article,ifs|self|parts|therapy,informative,all,Psychology Today,English
312,Deep Meditation Music 432Hz,Hour-long 432Hz meditation music for deep relaxation spiritual healing and stress relief.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|healing|frequency|spiritual,calm,all,Meditative Mind,English
312,Deep Meditation Music 432Hz,Hour-long 432Hz meditation music for deep relaxation spiritual healing and stress relief.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|healing|frequency|spiritual,calm,all,Meditative Mind,English
313,Understanding Borderline Personality,Educational resource about borderline personality disorder symptoms and effective treatments.,https://www.nimh.nih.gov/health/topics/borderline-personality-disorder,Article,bpd|personality|treatment|symptoms,informative,all,NIMH,English
313,Understanding Borderline Personality,Educational resource about borderline personality disorder symptoms and effective treatments.,https://www.nimh.nih.gov/health/topics/borderline-personality-disorder,Article,bpd|personality|treatment|symptoms,informative,all,NIMH,English
314,Infrastructure University Counselling,Infrastructure University Kuala Lumpur counselling services for student mental health support.,https://www.iukl.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,IUKL,English
314,Infrastructure University Counselling,Infrastructure University Kuala Lumpur counselling services for student mental health support.,https://www.iukl.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,IUKL,English
315,Pendulation Technique for Trauma,Somatic technique alternating between distress and calm to build resilience and process trauma.,https://www.getselfhelp.co.uk/pendulation.htm,Article,trauma|somatic|regulation|resilience,supportive,all,Get Self Help,English
315,Pendulation Technique for Trauma,Somatic technique alternating between distress and calm to build resilience and process trauma.,https://www.getselfhelp.co.uk/pendulation.htm,Article,trauma|somatic|regulation|resilience,supportive,all,Get Self Help,English
316,Nature Sounds Sleep Mix,Ten-hour nature soundscape mixing streams birds and forest for peaceful sleep.,https://www.youtube.com/watch?v=eoeOQ8y76FM,Audio,sleep|nature|soundscape|relaxation,calm,all,Relaxing White Noise,English
316,Nature Sounds Sleep Mix,Ten-hour nature soundscape mixing streams birds and forest for peaceful sleep.,https://www.youtube.com/watch?v=eoeOQ8y76FM,Audio,sleep|nature|soundscape|relaxation,calm,all,Relaxing White Noise,English
317,Wawasan Open University Counselling,Wawasan Open University counselling services providing mental health support for distance learners.,https://www.wou.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,WOU,English
317,Wawasan Open University Counselling,Wawasan Open University counselling services providing mental health support for distance learners.,https://www.wou.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,WOU,English
318,Understanding Complex PTSD,Comprehensive guide to complex PTSD its differences from PTSD and healing approaches.,https://www.mind.org.uk/information-support/types-of-mental-health-problems/post-traumatic-stress-disorder-ptsd-and-complex-ptsd/complex-ptsd/,Article,cptsd|trauma|ptsd|recovery,informative,all,Mind UK,English
318,Understanding Complex PTSD,Comprehensive guide to complex PTSD its differences from PTSD and healing approaches.,https://www.mind.org.uk/information-support/types-of-mental-health-problems/post-traumatic-stress-disorder-ptsd-and-complex-ptsd/complex-ptsd/,Article,cptsd|trauma|ptsd|recovery,informative,all,Mind UK,English
319,Study Timer with Music,Two-hour Pomodoro study timer with calming background music for productive studying.,https://www.youtube.com/watch?v=WJSdGKVfvJQ,Video,studying|productivity|timer|focus,calm,students,The Soul of Wind,English
319,Study Timer with Music,Two-hour Pomodoro study timer with calming background music for productive studying.,https://www.youtube.com/watch?v=WJSdGKVfvJQ,Video,studying|productivity|timer|focus,calm,students,The Soul of Wind,English
320,Asia Metropolitan University Counselling,Asia Metropolitan University counselling unit offering mental health services for students.,https://www.amu.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,AMU,English
320,Asia Metropolitan University Counselling,Asia Metropolitan University counselling unit offering mental health services for students.,https://www.amu.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,AMU,English
321,Titration in Trauma Work,Understanding titration technique for safely processing trauma in manageable doses.,https://www.traumahealing.org/,Article,trauma|titration|processing|safety,informative,all,Somatic Experiencing,English
321,Titration in Trauma Work,Understanding titration technique for safely processing trauma in manageable doses.,https://www.traumahealing.org/,Article,trauma|titration|processing|safety,informative,all,Somatic Experiencing,English
322,Soft Rain Sleep Sounds,Twelve-hour gentle rain sounds for uninterrupted sleep and anxiety relief.,https://www.youtube.com/watch?v=q76bMs-NwRk,Audio,sleep|rain|relaxation|long-duration,calm,all,Relaxing White Noise,English
322,Soft Rain Sleep Sounds,Twelve-hour gentle rain sounds for uninterrupted sleep and anxiety relief.,https://www.youtube.com/watch?v=q76bMs-NwRk,Audio,sleep|rain|relaxation|long-duration,calm,all,Relaxing White Noise,English
323,Open University Malaysia Counselling,Open University Malaysia student counselling services for mental health support.,https://www.oum.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,OUM,English
323,Open University Malaysia Counselling,Open University Malaysia student counselling services for mental health support.,https://www.oum.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,OUM,English
324,Shame Resilience Theory,Understanding shame and building resilience through vulnerability and connection.,https://www.psychologytoday.com/us/blog/happiness-and-the-pursuit-leadership/201508/understanding-shame,Article,shame|resilience|vulnerability|emotions,informative,all,Psychology Today,English
324,Shame Resilience Theory,Understanding shame and building resilience through vulnerability and connection.,https://www.psychologytoday.com/us/blog/happiness-and-the-pursuit-leadership/201508/understanding-shame,Article,shame|resilience|vulnerability|emotions,informative,all,Psychology Today,English
325,Concentration Music Productivity,Three-hour focus music with beta waves for enhanced productivity and mental clarity.,https://www.youtube.com/watch?v=gska5btvlsc,Audio,focus|productivity|beta-waves|work,calm,students,Greenred Productions,English
325,Concentration Music Productivity,Three-hour focus music with beta waves for enhanced productivity and mental clarity.,https://www.youtube.com/watch?v=gska5btvlsc,Audio,focus|productivity|beta-waves|work,calm,students,Greenred Productions,English
326,Malaysian Psychologists Directory,Searchable directory of registered psychologists and counselors across Malaysia.,https://www.maspsych.org.my/,Article,directory|psychologists|malaysia|therapists,informative,all,Malaysian Psychological Association,English
326,Malaysian Psychologists Directory,Searchable directory of registered psychologists and counselors across Malaysia.,https://www.maspsych.org.my/,Article,directory|psychologists|malaysia|therapists,informative,all,Malaysian Psychological Association,English
327,Resourcing in Trauma Therapy,Technique for identifying and strengthening internal and external resources for trauma recovery.,https://www.getselfhelp.co.uk/resources.htm,Article,trauma|resources|coping|resilience,supportive,all,Get Self Help,English
327,Resourcing in Trauma Therapy,Technique for identifying and strengthening internal and external resources for trauma recovery.,https://www.getselfhelp.co.uk/resources.htm,Article,trauma|resources|coping|resilience,supportive,all,Get Self Help,English
328,Night Ocean Waves Sleep,Ten-hour ocean waves at night sounds for deep sleep and relaxation.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,sleep|ocean|night|deep-sleep,calm,all,Relaxing White Noise,English
328,Night Ocean Waves Sleep,Ten-hour ocean waves at night sounds for deep sleep and relaxation.,https://www.youtube.com/watch?v=WHPYKLM5XsE,Audio,sleep|ocean|night|deep-sleep,calm,all,Relaxing White Noise,English
329,UniKL Student Counselling,Universiti Kuala Lumpur counselling unit providing mental health support across campuses.,https://www.unikl.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,UniKL,English
329,UniKL Student Counselling,Universiti Kuala Lumpur counselling unit providing mental health support across campuses.,https://www.unikl.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,UniKL,English
330,Understanding Dissociative Disorders,Educational resource about dissociative identity disorder and other dissociative conditions.,https://www.sidran.org/,Article,dissociation|did|trauma|awareness,informative,all,Sidran Institute,English
330,Understanding Dissociative Disorders,Educational resource about dissociative identity disorder and other dissociative conditions.,https://www.sidran.org/,Article,dissociation|did|trauma|awareness,informative,all,Sidran Institute,English
331,Focus Music for ADHD,Two-hour specially designed focus music for ADHD brains and concentration difficulties.,https://www.youtube.com/watch?v=8vVd5yFZjZg,Audio,adhd|focus|concentration|neurodiversity,calm,students,ADDitude,English
331,Focus Music for ADHD,Two-hour specially designed focus music for ADHD brains and concentration difficulties.,https://www.youtube.com/watch?v=8vVd5yFZjZg,Audio,adhd|focus|concentration|neurodiversity,calm,students,ADDitude,English
332,Multimedia University Counselling Melaka,MMU Melaka campus counselling services providing student mental health support.,https://www.mmu.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,MMU Melaka,English
332,Multimedia University Counselling Melaka,MMU Melaka campus counselling services providing student mental health support.,https://www.mmu.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,MMU Melaka,English
333,Orienting Exercise for Grounding,Simple orienting exercise using environment to ground and reduce dissociation or panic.,https://www.getselfhelp.co.uk/orienting.htm,Article,grounding|dissociation|panic|orientation,calm,all,Get Self Help,English
333,Orienting Exercise for Grounding,Simple orienting exercise using environment to ground and reduce dissociation or panic.,https://www.getselfhelp.co.uk/orienting.htm,Article,grounding|dissociation|panic|orientation,calm,all,Get Self Help,English
334,Guided Sleep Meditation Deep Healing,Hour-long deep healing sleep meditation for physical and emotional restoration.,https://www.youtube.com/watch?v=AUDM8sfYcqo,Video,sleep|healing|meditation|restoration,calm,all,Jason Stephenson,English
334,Guided Sleep Meditation Deep Healing,Hour-long deep healing sleep meditation for physical and emotional restoration.,https://www.youtube.com/watch?v=AUDM8sfYcqo,Video,sleep|healing|meditation|restoration,calm,all,Jason Stephenson,English
335,Tunku Abdul Rahman UC Counselling,Tunku Abdul Rahman University College counselling unit for student mental health.,https://www.tarc.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,TARUC,English
335,Tunku Abdul Rahman UC Counselling,Tunku Abdul Rahman University College counselling unit for student mental health.,https://www.tarc.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,TARUC,English
336,Neuroception and Safety,Understanding how nervous system detects safety and danger affecting mental health.,https://www.psychologytoday.com/us/blog/the-polyvagal-theory-in-therapy/202011/neuroception,Article,polyvagal|safety|nervous-system|trauma,informative,all,Psychology Today,English
336,Neuroception and Safety,Understanding how nervous system detects safety and danger affecting mental health.,https://www.psychologytoday.com/us/blog/the-polyvagal-theory-in-therapy/202011/neuroception,Article,polyvagal|safety|nervous-system|trauma,informative,all,Psychology Today,English
337,Brown Noise for Deep Focus,Four-hour brown noise for intense concentration blocking distractions during study.,https://www.youtube.com/watch?v=FcWgjCDPiP4,Audio,focus|brown-noise|concentration|studying,calm,students,Relaxing White Noise,English
337,Brown Noise for Deep Focus,Four-hour brown noise for intense concentration blocking distractions during study.,https://www.youtube.com/watch?v=FcWgjCDPiP4,Audio,focus|brown-noise|concentration|studying,calm,students,Relaxing White Noise,English
338,Curtin Malaysia Counselling,Curtin University Malaysia campus counselling services for student mental health support.,https://www.curtin.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Curtin Malaysia,English
338,Curtin Malaysia Counselling,Curtin University Malaysia campus counselling services for student mental health support.,https://www.curtin.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Curtin Malaysia,English
339,Flash Technique for Trauma,New technique for processing traumatic memories with reduced distress during therapy.,https://www.flashtechnique.com/,Article,trauma|flash-technique|processing|emdr,informative,all,Flash Technique,English
339,Flash Technique for Trauma,New technique for processing traumatic memories with reduced distress during therapy.,https://www.flashtechnique.com/,Article,trauma|flash-technique|processing|emdr,informative,all,Flash Technique,English
340,Spa Music Relaxation,Two-hour tranquil spa music for meditation yoga or deep relaxation.,https://www.youtube.com/watch?v=5OC4c8dXdRI,Audio,relaxation|spa|meditation|tranquil,calm,all,Yellow Brick Cinema,English
340,Spa Music Relaxation,Two-hour tranquil spa music for meditation yoga or deep relaxation.,https://www.youtube.com/watch?v=5OC4c8dXdRI,Audio,relaxation|spa|meditation|tranquil,calm,all,Yellow Brick Cinema,English
341,UOW Malaysia Counselling,University of Wollongong Malaysia campus counselling services for students.,https://www.uow.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,UOW Malaysia,English
341,UOW Malaysia Counselling,University of Wollongong Malaysia campus counselling services for students.,https://www.uow.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,UOW Malaysia,English
342,Somatic Tracking for Pain,Mind-body technique for reprocessing pain signals and reducing pain-related anxiety.,https://www.curablehealth.com/,Article,pain|somatic|anxiety|chronic-pain,informative,all,Curable,English
342,Somatic Tracking for Pain,Mind-body technique for reprocessing pain signals and reducing pain-related anxiety.,https://www.curablehealth.com/,Article,pain|somatic|anxiety|chronic-pain,informative,all,Curable,English
343,Deep Sleep Rain and Piano,Eight-hour rain sounds with soft piano for peaceful uninterrupted sleep.,https://www.youtube.com/watch?v=hlWiI4xVXKY,Audio,sleep|rain|piano|peaceful,calm,all,Soothing Relaxation,English
343,Deep Sleep Rain and Piano,Eight-hour rain sounds with soft piano for peaceful uninterrupted sleep.,https://www.youtube.com/watch?v=hlWiI4xVXKY,Audio,sleep|rain|piano|peaceful,calm,all,Soothing Relaxation,English
344,Newcastle Medicine Malaysia Counselling,Newcastle University Medicine Malaysia counselling services for medical students.,https://www.nclmed.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,NUMed Malaysia,English
344,Newcastle Medicine Malaysia Counselling,Newcastle University Medicine Malaysia counselling services for medical students.,https://www.nclmed.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,NUMed Malaysia,English
345,Vagal Toning Exercises,Practices to tone vagus nerve improving emotional regulation and reducing anxiety.,https://www.psychologytoday.com/us/blog/the-athletes-way/202001/how-does-the-vagus-nerve-convey-gut-instincts-the-brain,Article,vagus-nerve|regulation|anxiety|exercises,supportive,all,Psychology Today,English
345,Vagal Toning Exercises,Practices to tone vagus nerve improving emotional regulation and reducing anxiety.,https://www.psychologytoday.com/us/blog/the-athletes-way/202001/how-does-the-vagus-nerve-convey-gut-instincts-the-brain,Article,vagus-nerve|regulation|anxiety|exercises,supportive,all,Psychology Today,English
346,Ambient Study Cafe Sounds,Three-hour ambient coffee shop sounds for focused studying and productivity.,https://www.youtube.com/watch?v=gaGltwHyCFo,Audio,studying|ambient|focus|cafe,calm,students,Relaxing White Noise,English
346,Ambient Study Cafe Sounds,Three-hour ambient coffee shop sounds for focused studying and productivity.,https://www.youtube.com/watch?v=gaGltwHyCFo,Audio,studying|ambient|focus|cafe,calm,students,Relaxing White Noise,English
347,Brickfields Asia College Counselling,Brickfields Asia College counselling services providing mental health support for students.,https://www.bac.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,BAC,English
347,Brickfields Asia College Counselling,Brickfields Asia College counselling services providing mental health support for students.,https://www.bac.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,BAC,English
348,Attachment Styles and Relationships,Understanding attachment theory and its impact on relationships and mental health.,https://www.psychologytoday.com/us/basics/attachment,Article,attachment|relationships|therapy|awareness,informative,young_adults,Psychology Today,English
348,Attachment Styles and Relationships,Understanding attachment theory and its impact on relationships and mental health.,https://www.psychologytoday.com/us/basics/attachment,Article,attachment|relationships|therapy|awareness,informative,young_adults,Psychology Today,English
349,Deep Theta Meditation Music,Hour-long theta brain waves meditation music for deep relaxation and healing.,https://www.youtube.com/watch?v=sQEr9w9p3vQ,Audio,meditation|theta-waves|healing|deep-relaxation,calm,all,Meditative Mind,English
349,Deep Theta Meditation Music,Hour-long theta brain waves meditation music for deep relaxation and healing.,https://www.youtube.com/watch?v=sQEr9w9p3vQ,Audio,meditation|theta-waves|healing|deep-relaxation,calm,all,Meditative Mind,English
350,Swinburne Sarawak Counselling,Swinburne University of Technology Sarawak campus student counselling services.,https://www.swinburne.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Swinburne Sarawak,English
350,Swinburne Sarawak Counselling,Swinburne University of Technology Sarawak campus student counselling services.,https://www.swinburne.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Swinburne Sarawak,English
351,Co-Regulation and Connection,Understanding co-regulation and its importance for nervous system regulation and wellbeing.,https://www.psychologytoday.com/us/blog/going-beyond-intelligence/202011/what-is-coregulation,Article,regulation|connection|relationships|nervous-system,informative,all,Psychology Today,English
351,Co-Regulation and Connection,Understanding co-regulation and its importance for nervous system regulation and wellbeing.,https://www.psychologytoday.com/us/blog/going-beyond-intelligence/202011/what-is-coregulation,Article,regulation|connection|relationships|nervous-system,informative,all,Psychology Today,English
352,Library Ambience Study Sounds,Two-hour quiet library ambience with subtle sounds for focused studying.,https://www.youtube.com/watch?v=k2C9y7TJcMQ,Audio,studying|library|ambience|focus,calm,students,Relaxing White Noise,English
352,Library Ambience Study Sounds,Two-hour quiet library ambience with subtle sounds for focused studying.,https://www.youtube.com/watch?v=k2C9y7TJcMQ,Audio,studying|library|ambience|focus,calm,students,Relaxing White Noise,English
353,RCSI Dublin Counselling,Royal College of Surgeons in Ireland and UCD Malaysia Campus counselling services.,https://www.rcsi.com/malaysia,Helpline,students|counseling|malaysia|university,supportive,students,RCSI-UCD Malaysia,English
353,RCSI Dublin Counselling,Royal College of Surgeons in Ireland and UCD Malaysia Campus counselling services.,https://www.rcsi.com/malaysia,Helpline,students|counseling|malaysia|university,supportive,students,RCSI-UCD Malaysia,English
354,Understanding Neurodivergence,Comprehensive guide to neurodivergence including ADHD autism and learning differences.,https://www.understood.org/en/articles/neurodiversity-what-you-need-to-know,Article,neurodiversity|adhd|autism|awareness,informative,young_adults,Understood,English
354,Understanding Neurodivergence,Comprehensive guide to neurodivergence including ADHD autism and learning differences.,https://www.understood.org/en/articles/neurodiversity-what-you-need-to-know,Article,neurodiversity|adhd|autism|awareness,informative,young_adults,Understood,English
355,Gentle Night Rain Sleep,Ten-hour soft night rain for continuous peaceful sleep without interruption.,https://www.youtube.com/watch?v=q76bMs-NwRk,Audio,sleep|rain|night|gentle,calm,all,Relaxing White Noise,English
355,Gentle Night Rain Sleep,Ten-hour soft night rain for continuous peaceful sleep without interruption.,https://www.youtube.com/watch?v=q76bMs-NwRk,Audio,sleep|rain|night|gentle,calm,all,Relaxing White Noise,English
356,IMU University Cyberjaya Counselling,International Medical University Cyberjaya counselling for medical student mental health.,https://www.imu.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,IMU Cyberjaya,English
356,IMU University Cyberjaya Counselling,International Medical University Cyberjaya counselling for medical student mental health.,https://www.imu.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,IMU Cyberjaya,English
357,Somatic Experiencing Self-Help,Self-help guide to somatic experiencing principles for nervous system regulation.,https://traumahealing.org/se-101/,Article,somatic|trauma|self-help|regulation,informative,all,Somatic Experiencing,English
357,Somatic Experiencing Self-Help,Self-help guide to somatic experiencing principles for nervous system regulation.,https://traumahealing.org/se-101/,Article,somatic|trauma|self-help|regulation,informative,all,Somatic Experiencing,English
358,Focus Music Deep Work,Four-hour uninterrupted deep work music for maximum concentration and flow.,https://www.youtube.com/watch?v=f02mOEt11OQ,Audio,focus|deep-work|concentration|flow,calm,students,Calm,English
358,Focus Music Deep Work,Four-hour uninterrupted deep work music for maximum concentration and flow.,https://www.youtube.com/watch?v=f02mOEt11OQ,Audio,focus|deep-work|concentration|flow,calm,students,Calm,English
359,Quest International University Counselling,Quest International University Perak counselling services for student mental health.,https://www.qiup.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,QIU Perak,English
359,Quest International University Counselling,Quest International University Perak counselling services for student mental health.,https://www.qiup.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,QIU Perak,English
360,Polyvagal Ladder Concept,Visual tool understanding nervous system states from shutdown to social engagement.,https://www.therapistaid.com/therapy-worksheet/polyvagal-ladder,Guide,polyvagal|nervous-system|regulation|awareness,informative,all,Therapist Aid,English
360,Polyvagal Ladder Concept,Visual tool understanding nervous system states from shutdown to social engagement.,https://www.therapistaid.com/therapy-worksheet/polyvagal-ladder,Guide,polyvagal|nervous-system|regulation|awareness,informative,all,Therapist Aid,English
361,Cosmic Meditation Space Music,Hour-long space ambient music for deep meditation and cosmic consciousness.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|space|cosmic|ambient,calm,all,Meditative Mind,English
361,Cosmic Meditation Space Music,Hour-long space ambient music for deep meditation and cosmic consciousness.,https://www.youtube.com/watch?v=1ZYbU82GVz4,Audio,meditation|space|cosmic|ambient,calm,all,Meditative Mind,English
362,Malaysian Mental Health Act Guide,Comprehensive guide to mental health legislation and patient rights in Malaysia.,https://www.moh.gov.my/moh/resources/Penerbitan/Akta/Akta%20Mental%20Health%202001.pdf,Article,legislation|rights|malaysia|mental-health,informative,all,MOH Malaysia,English
362,Malaysian Mental Health Act Guide,Comprehensive guide to mental health legislation and patient rights in Malaysia.,https://www.moh.gov.my/moh/resources/Penerbitan/Akta/Akta%20Mental%20Health%202001.pdf,Article,legislation|rights|malaysia|mental-health,informative,all,MOH Malaysia,English
363,Shame and Guilt Workbook,Therapeutic workbook for understanding and working through shame and guilt.,https://www.cci.health.wa.gov.au/Resources/Looking-After-Yourself/Guilt-and-Shame,Guide,shame|guilt|emotions|workbook,supportive,all,CCI,English
363,Shame and Guilt Workbook,Therapeutic workbook for understanding and working through shame and guilt.,https://www.cci.health.wa.gov.au/Resources/Looking-After-Yourself/Guilt-and-Shame,Guide,shame|guilt|emotions|workbook,supportive,all,CCI,English
364,Fireplace Sounds Relaxation,Three-hour crackling fireplace sounds for cozy relaxation and stress relief.,https://www.youtube.com/watch?v=L_LUpnjgPso,Audio,relaxation|fireplace|cozy|stress,calm,all,Relaxing White Noise,English
364,Fireplace Sounds Relaxation,Three-hour crackling fireplace sounds for cozy relaxation and stress relief.,https://www.youtube.com/watch?v=L_LUpnjgPso,Audio,relaxation|fireplace|cozy|stress,calm,all,Relaxing White Noise,English
365,Perdana University Counselling,Perdana University Graduate School of Medicine counselling for student support.,https://www.perdanauniversity.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,PU-RCSI,English
365,Perdana University Counselling,Perdana University Graduate School of Medicine counselling for student support.,https://www.perdanauniversity.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,PU-RCSI,English
366,Emotion Regulation in DBT,Comprehensive guide to DBT emotion regulation skills and their practical application.,https://www.therapistaid.com/therapy-guide/dbt-emotion-regulation-skills,Article,dbt|emotions|regulation|skills,informative,all,Therapist Aid,English
366,Emotion Regulation in DBT,Comprehensive guide to DBT emotion regulation skills and their practical application.,https://www.therapistaid.com/therapy-guide/dbt-emotion-regulation-skills,Article,dbt|emotions|regulation|skills,informative,all,Therapist Aid,English
367,Morning Routine Meditation,10-minute energizing morning meditation to start day with clarity and calm.,https://www.youtube.com/watch?v=lUyqD5Fpz4s,Video,meditation|morning|routine|energy,calm,all,Great Meditation,English
367,Morning Routine Meditation,10-minute energizing morning meditation to start day with clarity and calm.,https://www.youtube.com/watch?v=lUyqD5Fpz4s,Video,meditation|morning|routine|energy,calm,all,Great Meditation,English
368,Allianz University Counselling,Allianz University College of Medical Sciences counselling for student mental health.,https://www.allianz.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,AUCMS,English
368,Allianz University Counselling,Allianz University College of Medical Sciences counselling for student mental health.,https://www.allianz.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,AUCMS,English
369,Understanding Eating Disorder Recovery,Guide to recovery process stages and maintaining long-term eating disorder recovery.,https://www.nationaleatingdisorders.org/recovery,Article,eating-disorders|recovery|stages|support,informative,young_adults,NEDA,English
369,Understanding Eating Disorder Recovery,Guide to recovery process stages and maintaining long-term eating disorder recovery.,https://www.nationaleatingdisorders.org/recovery,Article,eating-disorders|recovery|stages|support,informative,young_adults,NEDA,English
370,Study Music Mozart Effect,Two-hour Mozart classical music to enhance studying memory and cognitive function.,https://www.youtube.com/watch?v=Rb0UmrCXxVA,Audio,studying|classical|mozart|memory,calm,students,HALIDONMUSIC,English
370,Study Music Mozart Effect,Two-hour Mozart classical music to enhance studying memory and cognitive function.,https://www.youtube.com/watch?v=Rb0UmrCXxVA,Audio,studying|classical|mozart|memory,calm,students,HALIDONMUSIC,English
371,Peninsula College Counselling MY,Peninsula College Georgetown counselling services for student mental health support.,https://www.pce.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Peninsula College,English
371,Peninsula College Counselling MY,Peninsula College Georgetown counselling services for student mental health support.,https://www.pce.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,Peninsula College,English
372,Self-Soothing Techniques,DBT self-soothing skills using five senses to manage distress and reduce emotional pain.,https://www.therapistaid.com/therapy-worksheet/dbt-self-soothe,Guide,dbt|self-soothe|senses|distress,supportive,all,Therapist Aid,English
372,Self-Soothing Techniques,DBT self-soothing skills using five senses to manage distress and reduce emotional pain.,https://www.therapistaid.com/therapy-worksheet/dbt-self-soothe,Guide,dbt|self-soothe|senses|distress,supportive,all,Therapist Aid,English
373,Evening Meditation Wind Down,20-minute evening meditation to release day's stress and prepare for sleep.,https://www.youtube.com/watch?v=z6X5oEIg6Ak,Video,meditation|evening|wind-down|sleep-prep,calm,all,The Mindful Movement,English
373,Evening Meditation Wind Down,20-minute evening meditation to release day's stress and prepare for sleep.,https://www.youtube.com/watch?v=z6X5oEIg6Ak,Video,meditation|evening|wind-down|sleep-prep,calm,all,The Mindful Movement,English
374,International College of Music Counselling,International College of Music counselling services for music students mental health.,https://www.icom.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,ICOM,English
374,International College of Music Counselling,International College of Music counselling services for music students mental health.,https://www.icom.edu.my/,Helpline,students|counseling|malaysia|university,supportive,students,ICOM,English
375,Attachment Trauma and Healing,Understanding attachment trauma its effects and paths to healing through therapy.,https://www.psychologytoday.com/us/blog/the-freedom-change/201802/understanding-attachment-trauma,Article,attachment|trauma|healing|therapy,informative,all,Psychology Today,English
375,Attachment Trauma and Healing,Understanding attachment trauma its effects and paths to healing through therapy.,https://www.psychologytoday.com/us/blog/the-freedom-change/201802/understanding-attachment-trauma,Article,attachment|trauma|healing|therapy,informative,all,Psychology Today,English
376,Pink Noise Sleep Optimization,Ten-hour pink noise scientifically optimized for deep sleep and memory consolidation.,https://www.youtube.com/watch?v=ZXtimhT-ff4,Audio,sleep|pink-noise|deep-sleep|optimization,calm,all,Relaxing White Noise,English
